season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,ground_duels_won,total_fouls_won,duels,recoveries,unsuccessful_dribbles,unsuccessful_long_passes,total_touches_in_opposition_box,penalty_goals_conceded,unsuccessful_crosses_corners,index,offsides,time_played,foul_won_penalty,aerial_duels,putthrough_blocked_distribution_won,total_successful_passes_excl_crosses_corners,substitute_off,shots_on_target_inc_goals,successful_crosses_corners,ground_duels_lost,forward_passes,ground_duels,successful_passes_opposition_half,goals_conceded_inside_box,unsuccessful_short_passes,foul_attempted_tackle,putthrough_blocked_distribution,unsuccessful_passes_opposition_half,total_shots,unsuccessful_passes_own_half,total_losses_of_possession,leftside_passes,unsuccessful_crosses_open_play,substitute_on,successful_crosses_open_play,backward_passes,tackles_lost,successful_short_passes,successful_open_play_passes,open_play_passes,successful_dribbles,shots_off_target_inc_woodwork,successful_lay_offs,total_passes,unsuccessful_launches,total_tackles,aerial_duels_won,starts,appearances,blocked_shots,times_tackled,duels_lost,total_unsuccessful_passes_excl_crosses_corners,aerial_duels_lost,duels_won,rightside_passes,key_passes_attempt_assists,successful_passes_own_half,touches,interceptions,corners_won,total_fouls_conceded,home_goals,away_goals,winning_goal,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,goals_conceded_outside_box,successful_corners_into_box,corners_taken_incl_short_corners,successful_long_passes,unsuccessful_corners_into_box,total_clearances,throw_ins_to_opposition_player,clean_sheets,throw_ins_to_own_player,unsuccessful_lay_offs,through_balls,blocks,successful_launches,right_foot_goals,left_foot_goals,goal_assists,goals_from_inside_box,assists_intentional,handballs_conceded,headed_goals,clearances_off_the_line,own_goal_scored,last_man_tackle,penalties_conceded,attempts_from_set_pieces,saves_made_caught,punches,goalkeeper_smother,saves_made_parried,gk_unsuccessful_distribution,crosses_not_claimed,catches,drops,saves_made,penalties_faced,gk_successful_distribution,saves_made_from_outside_box,saves_made_from_inside_box,penalty_goals,penalties_taken,goals_from_outside_box,set_pieces_goals,penalties_saved,saves_from_penalty,second_goal_assists,goal_kicks,total_red_cards,red_cards_2nd_yellow,other_goals,penalties_off_target,straight_red_cards
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::22abab359f2f4f6398f9d7785cbd3f78,opta:Player:5shor8es56o12syt7wdllu385,nwsl::Football_Team::9587b8ce40624165903b6bc9fd252634,Angel City,Ali,Riley,A. Riley,Defender,New Zealand,5,2,,NZL,32,opta:Team:6hbfgdczbi3yg4sdpqgtu6s,Angel City,LA,Angel City,US,20,1590,2,2,3,0,2,2,45,15,14,1,0,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,14,162,127,10,67,12,4,31,10,1,1590,,24,17,588,9,2,9,46,398,138,241,22,145,9,33,161,3,82,312,28,31,1,9,127,25,561,578,790,8,1,,800,30,70,13,19,20,2,21,57,212,11,105,247,9,356,1257,18,3,15,1,1,0,True,0,0,0,0,800,9,0.11,27,312,0,94,27,0,True,2,,,27,,41,26,1,129,,1,4,10,,2,2,2,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::2c448e6ce8624c9c983fe177032cd791,opta:Player:1p7mhkqn7vxnady8q0vboi02d,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,San Diego Wave,Makenzy,Robbe,M. Robbe,Forward,USA,15,4,,USA,164,opta:Team:esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave,SD,San Diego Wave,US,18,736,3,2,18,0,10,2,8,3,9,0,0,0,0,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,81,40,4,16,36,1,27,10,,736,,35,7,126,3,10,6,22,87,46,78,4,60,1,23,93,18,10,146,35,25,13,5,39,5,124,123,199,2,8,4,202,9,13,15,5,18,6,16,42,76,20,39,41,12,54,371,4,9,3,1,2,0,True,0,0,0,0,202,5,0.24,2,146,0,18,2,0,True,,1,4,2,2,11,,2,1,,1,,2,1,1,2,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::0985755c89aa4497af12c057a181319e,opta:Player:7zk89ycdkzmb65kdwti223wfd,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Parker,Roberts,P. Roberts,Midfielder,USA,22,3,,USA,252,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,4,,,,,,,10,,14,,1,1,5,,,,2,1,3,1,1,1,,1,1,,,2,2,,1,,2,,5,5,6,,,,6,,1,,,1,,1,3,1,1,1,1,,4,10,,,1,0,0,0,True,0,0,0,0,6,0,0,0,2,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::4a2f22e74e874b8bbdf2f73dec08a844,opta:Player:6zzk0lgja87zs45h8btgheled,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Cari,Roccaro,C. Onwualu,Midfielder,USA,4,3,,USA,53,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,21,1646,4,1,17,0,9,1,34,20,17,2,2,0,0,,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,17,203,140,11,34,22,3,3,10,2,1646,,47,17,549,8,9,,74,214,156,270,20,94,16,24,88,17,43,194,171,3,1,,127,21,528,547,675,11,8,3,677,15,55,29,20,21,5,38,92,128,18,111,165,8,279,944,28,1,20,1,3,1,True,0,0,0,0,677,0,0.05,21,194,0,55,21,0,True,2,,,21,,18,,3,3,1,1,3,7,2,1,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::abeb601d6607464c97a61249ee93bbe6,opta:Player:1vm6c4hne2dxwavuso2ohf179,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Julia Elisabeth,Roddar,J. Roddar,Defender,Sweden,16,2,,SWE,74,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,17,1276,0,0,5,0,2,0,14,17,11,0,4,0,0,,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,100,89,5,24,10,1,16,10,,1276,,17,12,423,9,2,3,42,210,83,168,17,107,7,40,99,5,48,200,111,16,,3,86,9,400,421,552,7,3,3,554,9,23,5,17,17,3,16,54,131,12,46,147,6,258,792,12,5,17,0,0,0,True,0,0,0,0,554,3,0,23,200,0,47,23,0,True,1,,,23,,17,8,2,44,,1,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::738125313bdc48eda09c29b610520e26,opta:Player:bfk6fgj2z7yifd9iqwjlk4pka,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Trinity,Rodman,T. Rodman,Forward,USA,2,4,,USA,88,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,18,1504,4,2,36,0,21,2,23,21,25,10,4,0,0,,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,25,239,118,39,23,106,2,43,10,10,1504,1,37,35,298,3,21,9,103,169,202,196,26,180,12,71,196,36,50,370,128,43,2,9,130,23,276,297,500,28,15,11,501,6,46,20,16,18,16,66,120,203,17,119,74,27,111,992,23,24,21,1,3,0,True,0,0,0,0,501,9,0.12,22,370,0,45,22,0,True,,,,22,,15,1,,32,2,5,2,1,4,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::04a1aad603eb46dd9c349c2ba91d2322,opta:Player:736jvvtkgwc3g1vooviaod33d,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Izzy,Rodriguez,I. Rodriguez,Defender,USA,18,2,,USA,177,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,19,353,0,1,3,0,1,1,3,1,1,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,24,26,,34,4,1,16,10,,353,,11,3,85,,1,9,6,101,13,57,8,32,1,8,68,3,14,111,6,10,18,3,14,3,66,83,148,,2,,151,16,6,8,1,19,,4,9,66,3,15,30,7,37,280,3,4,1,0,0,0,True,0,0,0,0,151,3,0.25,19,111,0,53,19,0,True,,5,11,19,6,9,16,,37,,,2,5,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::53377155ab4b4c08b6ff7a3c66865fe3,opta:Player:6k82rq8synvac950ext5t0jpx,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Rocky,Rodríguez,R. Rodríguez,Midfielder,Costa Rica,11,3,,CRI,83,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,19,1195,3,0,21,0,9,0,22,24,18,0,2,0,0,,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,18,194,102,18,16,39,,2,10,,1195,1,39,12,419,9,9,,82,175,155,237,10,78,13,28,67,21,29,169,112,2,4,,106,14,403,415,509,19,12,5,513,6,36,20,15,19,9,42,101,94,19,93,120,16,182,774,15,2,24,1,2,0,True,0,0,0,0,513,0,0,16,169,0,32,16,0,True,2,,,16,,20,,3,,,2,3,,2,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::093f3076a83a4b96814f40adea632c5a,opta:Player:2z7y249r4xe4e7o7ojyqzzfv8,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Kelly,Rowswell,K. Rowswell,Goalkeeper,USA,40,1,,USA,296,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::d814c62705514d3ab343c0798bb924ba,opta:Player:1xgse8t4dm0decmpzebsphvfu,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Yazmeen,Ryan,Y. Ryan,Forward,USA,11,4,,USA,105,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,20,1155,2,5,22,0,7,5,20,26,13,1,2,0,0,,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,13,168,75,26,17,44,,30,10,1,1155,,27,18,299,10,7,10,87,110,141,212,14,93,9,36,110,22,30,245,118,18,7,3,116,11,289,293,400,10,15,8,409,9,31,10,13,20,9,52,104,110,17,64,65,25,97,721,10,15,26,0,2,1,True,0,0,0,0,409,3,0.39,10,245,0,27,10,0,True,,7,18,10,8,4,1,,11,,,2,,1,,5,2,2,1,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::3b2af41fd8ff4bea9566c8fed09b8dd0,opta:Player:9jitxfwaeix5fn1n3dhartbhm,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Ebony,Salmon,E. Salmon,Forward,England,9,4,,ENG,126,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,36,2252,18,0,82,0,48,0,8,18,26,10,2,0,0,,28,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,176,58,42,22,130,6,40,20,10,2252,,32,10,144,22,48,6,98,78,144,88,28,148,6,42,192,82,18,372,82,40,10,6,82,2,142,118,286,12,34,8,314,6,10,4,26,36,12,78,126,170,28,50,72,12,62,716,2,20,18,8,10,3,True,0,0,0,0,314,6,0,2,372,0,24,2,0,True,,,,2,,,,,6,8,2,,,16,2,,18,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::ed7ee4eca97044dd97750b29c3850769,opta:Player:cwerr3zz6pqzzzqso9dx69fjd,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Ashley,Sanchez,A. Sanchez,Midfielder,USA,2,3,,USA,97,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,19,1483,3,5,47,0,25,5,9,9,15,9,2,0,0,,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,15,174,82,35,15,75,2,22,10,9,1483,,24,11,320,6,25,4,85,180,150,227,24,105,3,19,120,47,22,257,74,20,3,2,79,9,299,311,428,32,22,5,440,1,18,12,16,19,11,68,97,120,12,77,107,30,97,774,10,22,9,3,0,0,True,0,0,0,0,440,2,0.3,21,257,0,36,21,0,True,,,,21,,3,,1,3,,9,,2,3,,5,2,5,2,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::891ad63d168c42aebeaeaa7359ec1fb5,opta:Player:co49l4m0my5li8yvcxgrvq0yy,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Bruna,Santos Nhaia,Bruninha,Defender,Brazil,3,2,,BRA,242,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,1,25,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3,1,,,,,10,,25,,,,12,,,1,2,10,5,7,,4,,1,4,,,7,1,,1,1,,,11,12,16,2,,,16,,,,,1,,2,2,4,,3,5,,6,29,,,,0,0,0,True,0,0,0,0,16,1,0,1,7,0,1,1,0,True,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::862f82d43a1943c0b7eba7d7983a2c73,opta:Player:dpi1jk3r0cyn9f9ote89781jp,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Becky,Sauerbrunn,B. Sauerbrunn,Defender,USA,4,2,,USA,15,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,19,1504,1,1,2,0,2,1,10,5,4,1,2,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,65,126,3,42,5,,,10,1,1504,,25,5,817,5,2,,17,423,40,304,16,68,3,9,51,2,59,130,157,,1,,52,9,770,773,882,,,,927,32,19,13,18,19,1,7,29,110,12,36,295,2,513,1098,25,,5,1,0,0,True,0,0,0,0,927,0,0.06,47,130,0,89,47,0,True,2,,,47,,62,1,5,4,,,12,11,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::d82f555a16d94fdbb8c645fe84c3943f,opta:Player:d6ga5ai1ytp6be5is0zks8jjd,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,San Diego Wave FC,Marleen,Schimmer,M. Schimmer,Forward,Germany,27,4,,DEU,221,opta:Team:esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave,SD,San Diego Wave FC,USA,9,348,0,1,11,0,3,1,7,10,8,0,1,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,60,20,11,4,13,,19,10,,348,,6,9,35,2,3,5,28,27,54,33,3,21,5,14,39,11,5,74,10,13,5,1,8,4,32,35,60,7,8,1,60,1,11,3,4,9,3,16,31,25,3,29,15,6,7,179,5,7,10,0,0,0,True,0,0,0,0,60,1,0.26,3,74,0,7,3,0,True,1,3,9,3,6,,,,2,1,,,,,,1,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::55c607b8f8ea48efa308facc28601331,opta:Player:cgfk0e62cesbgieslfge2p61h,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Sophie,Schmidt,S. Schmidt,Midfielder,Canada,13,3,,CAN,40,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,19,1663,4,1,21,0,8,1,29,28,20,1,2,0,0,,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,20,240,186,9,62,26,2,10,10,1,1663,,79,25,540,4,8,2,73,302,161,260,19,144,20,46,153,21,63,272,190,10,,,90,24,478,521,722,15,13,5,746,27,53,49,19,19,5,22,103,206,30,137,164,9,282,1073,40,5,28,2,2,1,True,0,0,0,0,746,0,0.05,62,272,0,124,62,0,True,1,,,62,,24,,4,2,,2,3,7,2,2,1,3,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::bed414a91b8143088aed85421e424533,opta:Player:8268uz78cozofddjujklvgbqi,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Sydney,Schneider,S. Schneider,Goalkeeper,Jamaica,37,1,,JAM,297,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::c7febc9b323940738052b9bfe2fb8766,opta:Player:ak3tcm7w4qotjwi1f3mkljb9x,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Almuth,Schult,A. Schult,Goalkeeper,Germany,1,1,,DEU,228,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,9,,9,1,,,10,,90,,1,,29,,,,,17,,4,2,1,,,4,,6,13,17,,,,,,23,21,26,,,,39,2,,,1,1,,,1,10,1,,5,,25,53,,,,,,0,True,0,0,0,0,39,0,0,6,13,0,15,6,0,True,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,5,,13,1,4,,,,,,,,10,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::6335b349527a432b89971d385d4defa3,opta:Player:30zxxpp5riiju8hkvp7n7nz6d,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Desiree,Scott,D. Scott,Midfielder,Canada,11,3,,CAN,63,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,21,1762,0,0,3,0,1,0,36,27,15,0,3,1,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15,184,162,9,18,3,4,5,10,,1762,,20,11,503,5,1,,81,242,164,242,24,111,22,19,82,3,52,187,142,5,1,,98,23,497,500,629,9,2,2,632,11,59,5,20,21,1,34,96,129,15,88,150,3,261,884,21,1,27,0,0,0,True,0,0,0,0,632,0,0,6,187,0,24,6,0,True,1,,,6,,28,,4,1,,1,5,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::85023bcbe613492da8caaa35221257ed,opta:Player:cl1av4qyzjkq03akjof6tdf1m,nwsl::Football_Team::2c1699409ff84c9eb491aeaca3d3edde,Kansas City Current,Kayla,Sharples,K. Sharples,Defender,USA,27,2,,USA,122,opta:Team:agxipc0vk4rtg09amjxv10nx0,KC Current,KC,Kansas City Current,US,8,653,0,0,0,0,0,0,8,3,3,0,1,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,30,43,,22,,1,,10,,653,,13,5,273,1,,,4,112,17,33,8,31,2,8,20,,33,58,105,,,,14,2,257,241,290,,,,326,13,10,8,8,8,,1,9,53,5,21,95,1,240,404,8,,3,0,0,0,True,0,0,0,0,326,0,0,16,58,0,38,16,0,True,,,,16,,41,,2,,,,2,3,,,,,,,,1,,,1,,,,,,,,,,,,20,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::d34c603875494308b83fc6a75c948837,opta:Player:4k83z2cdvn2kwb72kh8e8qfsa,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Jaedyn,Shaw,J. Shaw,Midfielder,USA,11,3,,USA,207,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,7,378,3,0,8,0,6,0,6,6,2,1,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,61,20,6,4,13,,11,10,1,378,,13,7,49,6,6,6,26,28,48,36,4,24,1,11,32,8,7,66,18,7,1,3,19,7,44,49,77,7,2,,77,3,13,7,6,7,1,13,32,28,6,29,12,11,19,177,4,2,6,1,2,2,True,0,0,0,0,77,3,0,5,66,0,9,5,0,True,2,3,7,5,4,3,,,,1,1,,1,1,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::ec556416f45b48879e56409269f13dcb,opta:Player:2sc4jlfmioa61d1vgpcz0pht6,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Delanie,Sheehan,D. Sheehan,Midfielder,USA,8,3,,USA,186,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,9,326,0,1,2,0,0,1,3,2,3,1,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,37,20,6,7,4,,1,10,1,326,,6,3,92,1,,,14,34,31,46,8,24,,7,28,2,4,55,31,1,6,,33,7,88,85,116,4,2,2,123,2,10,4,3,9,,11,16,31,2,21,25,2,46,180,,1,2,0,0,0,True,0,0,0,0,123,0,0.28,4,55,0,11,4,0,True,3,,,4,,2,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::7a3d8828fb0941f88dd72a728f9f61e4,opta:Player:4yb9avzbrzt8m4c4h1yy98jbp,nwsl::Football_Team::ca719042b34443c4bcfe380ca4850eaf,San Diego Wave,Kailen,Sheridan,K. Sheridan,Goalkeeper,Canada,1,1,,CAN,26,opta:Team:esvbnzqbyvxp2k570ez7h1a1g,San Diego Wave,SD,San Diego Wave,US,20,1829,0,1,0,0,0,1,0,0,3,0,3,1,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,195,,219,,3,,10,,1829,,3,,608,,,,1,536,5,145,15,8,,1,142,,85,232,156,,,,,,381,409,527,1,,,835,75,,3,20,20,,,1,227,,7,143,,463,1046,,,,0,0,0,True,0,0,0,0,835,0,0.05,227,232,0,446,227,0,True,5,,,227,,20,,8,,,1,,44,,,1,,1,,,,,,,,6,7,3,13,62,,20,2,62,6,219,21,41,,,,,3,3,,,1,,,,1
2022,nwsl::Football_Season::d1162e7ef3924fa19878d5c182e233bd,nwsl::Football_Player::1d6b68a589b7447ba01db14007a7043b,opta:Player:9woyfs8z3bd46kk8qwyxfdv8q,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Marissa,Sheva,M. Sheva,Midfielder,Republic of Ireland,27,3,,IRL,187,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,8,302,0,0,1,0,0,0,5,2,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,21,24,1,2,4,,8,10,,302,,7,3,96,1,,3,6,31,14,50,3,22,2,7,25,1,7,36,23,8,5,3,45,3,91,96,120,,1,2,120,1,8,1,3,8,,1,12,24,6,9,21,1,49,161,2,,2,0,0,0,True,0,0,0,0,120,3,0,5,36,0,7,5,0,True,,,,5,,5,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
