season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,substitute_on,successful_launches,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,appearances,foul_attempted_tackle,ground_duels,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,penalties_conceded,successful_lay_offs,shots_off_target_inc_woodwork,successful_corners_into_box,corners_taken_incl_short_corners,catches,unsuccessful_corners_into_box,handballs_conceded,own_goal_scored,penalty_goals_conceded,blocks,saves_made,gk_successful_distribution,punches,goalkeeper_smother,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,penalties_faced,saves_made_caught,gk_unsuccessful_distribution,unsuccessful_lay_offs,winning_goal,drops,right_foot_goals,left_foot_goals,headed_goals,second_goal_assists,assists_intentional,goals_from_inside_box,penalties_taken,goal_assists,through_balls,times_tackled,attempts_from_set_pieces,foul_won_penalty,crosses_not_claimed,set_pieces_goals,goals_from_outside_box,last_man_tackle,penalties_saved,saves_from_penalty,total_red_cards,straight_red_cards,penalty_goals,clearances_off_the_line,other_goals,penalties_off_target,red_cards_2nd_yellow
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::7db5847746a4400c82ce7aca3ed31c03,opta:Player:2usg5n5edeznax3nybdta11x,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Katherine,Reynolds,K. Reynolds,Defender,USA,2,2,,USA,33,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,24,1742,0,0,1,0,0,0,18,3,8,1,0,0,0,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1742,39,6,14,678,5,44,1,174,48,90,9,4,20,228,347,27,89,699,,3,2,485,25,1,179,118,1,127,1,25,83,18,14,65,974,24,2,49,392,3,10,63,,35,1,8,28,,97,72,13,14,145,507,520,48,5,34,9,26,35,True,0,0,0,0,699,1,0,35,228,0,125,35,0,True,,,1,,,,,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::4a2f22e74e874b8bbdf2f73dec08a844,opta:Player:6zzk0lgja87zs45h8btgheled,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Cari,Roccaro,C. Onwualu,Midfielder,USA,4,3,,USA,49,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,15,920,0,1,6,0,2,1,15,2,14,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,920,6,4,3,547,1,67,1,205,15,29,5,5,18,113,266,23,60,559,5,2,2,435,8,6,89,145,7,48,,1,97,11,7,42,689,15,1,55,205,4,10,51,2,35,1,14,13,2,86,15,1,17,142,459,470,31,1,35,8,17,38,True,0,0,0,0,559,1,0.1,35,113,0,64,35,0,True,,,4,,,,,,,1,2,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,2,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::097c0d345a08482ea6b5a8d8b4f7b7c6,opta:Player:2lf8swhzgx5kl1d9n4a3y5kgl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Arianna Jeanette,Romero Tellez,A. Romero,Defender,Mexico,22,2,,MEX,77,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,10,762,0,1,0,0,0,1,6,12,1,1,1,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,762,64,2,2,345,,33,4,120,9,33,2,3,13,166,117,15,82,348,2,12,2,219,9,,115,26,4,86,,29,41,8,10,35,529,10,5,40,216,,10,23,,14,4,1,5,,58,14,6,22,73,230,233,18,1,35,9,8,18,True,0,0,0,0,348,4,0.12,14,166,0,47,14,0,True,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::e51b4111833f48188a8a8ccd3eccef3e,opta:Player:13j5u22ax72ht01q8s4zlgvkl,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Angela,Salem,A. Salem,Midfielder,USA,6,3,,USA,126,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,3,153,0,0,0,0,0,0,5,2,3,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,153,,1,,96,1,17,,29,6,9,1,1,4,41,30,6,28,96,2,2,,58,,,37,13,1,24,1,,16,2,4,13,124,3,1,17,47,2,10,16,,1,,3,7,1,28,5,,8,19,59,59,11,,12,1,2,9,True,0,0,0,0,96,0,0,1,41,0,10,1,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::862f82d43a1943c0b7eba7d7983a2c73,opta:Player:dpi1jk3r0cyn9f9ote89781jp,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Becky,Sauerbrunn,B. Sauerbrunn,Defender,USA,4,2,,USA,18,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,14,1260,1,0,4,0,3,0,11,3,6,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1260,4,,8,864,3,34,1,188,27,47,2,3,17,120,597,17,64,895,,3,8,720,12,4,111,336,2,57,2,,92,14,4,54,1067,14,1,35,306,6,10,52,3,64,1,6,21,,73,76,,4,219,759,784,38,6,21,6,21,31,True,0,0,0,0,895,1,0,64,120,0,111,64,0,True,1,,1,,,,,,1,1,7,,,,,,,,,,,1,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::55c607b8f8ea48efa308facc28601331,opta:Player:cgfk0e62cesbgieslfge2p61h,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Sophie,Schmidt,S. Schmidt,Midfielder,Canada,13,3,,CAN,20,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,18,1407,0,1,7,0,3,1,36,18,16,1,4,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1407,5,2,2,827,1,98,,269,13,37,22,3,27,225,382,59,150,838,5,18,10,608,22,7,187,209,14,110,1,,174,16,40,80,1107,18,11,150,325,7,10,109,3,43,,16,24,7,201,34,3,65,206,641,651,51,2,92,23,36,85,True,0,0,0,0,838,0,0.06,43,225,0,80,43,0,True,,4,4,,,,,,,2,4,,,,,,,,,,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::d455b7789c0b4fc7bf652f2ad768083f,opta:Player:2fmb83ehblirky3532kcpemi2,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Gabrielle Lorraine,Seiler,G. Seiler,Midfielder,USA,5,3,,USA,54,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,15,1123,0,0,5,0,2,0,16,6,15,0,1,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,1123,3,2,9,500,2,53,1,192,28,44,13,2,24,183,156,30,109,500,3,6,4,330,13,5,153,88,6,115,3,1,104,13,29,45,671,15,4,64,273,6,10,83,2,17,1,15,36,1,124,21,7,17,86,347,347,60,3,41,14,26,47,True,0,0,0,0,500,1,0,17,183,0,61,17,0,True,,2,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::5a6f7e6db998474394142dcde118b954,opta:Player:cfx9wllh2x6ozkvqxusa3sl3p,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Christine,Sinclair,C. Sinclair,Forward,Canada,12,4,,CAN,34,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,US,18,1620,9,1,26,0,13,1,10,10,13,3,0,0,0,,26,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1620,,,1,663,5,142,5,344,2,12,7,3,37,287,161,15,180,692,,10,19,480,23,26,192,130,29,153,9,1,115,18,20,41,946,18,7,106,276,65,10,109,13,20,5,13,66,18,209,22,2,63,144,472,500,103,5,100,5,6,43,True,0,0,0,0,692,5,0.06,20,287,0,32,20,0,True,,19,13,,,,,,,1,2,,,,,,,,,,,1,,,7,2,,1,1,8,3,1,2,,1,,,,1,,,,,,3,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::9eb566fe822242e884ea5cb35f4e840b,opta:Player:2yz67zwi8fxis6fhy9gjhvppl,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Erica Marie,Skroski,E. Skroski,Defender,USA,8,2,,USA,17,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,24,2115,0,0,2,0,2,0,23,12,3,0,2,0,0,,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,2115,64,,8,895,,88,1,224,40,64,8,2,22,238,508,39,116,911,1,12,3,680,31,2,180,175,1,100,,12,170,24,18,85,1272,24,6,96,397,4,10,62,2,51,1,3,17,5,135,85,5,51,251,719,731,39,3,73,16,46,45,True,0,0,0,0,911,1,0,51,238,0,115,51,0,True,,,,,,,,,1,2,20,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::c0076f9d59514192ab6a1107bfc8493a,opta:Player:706rwdwv4re27svfmlo7na3th,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Abby,Smith,A. Smith,Goalkeeper,USA,35,1,,USA,181,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::7678abf127504d1e965a9b230c088b9a,opta:Player:b3nxjlcp8mx70cb3tkwm5zl2i,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Riley,Smith,R. Smith,Defender,USA,26,2,,USA,180,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::266288af33ed4b378e529b0cb8957ecf,opta:Player:3aj7p478dcuat6tz8096sq8dl,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Emily,Sonnett,E. Sonnett,Defender,USA,6,2,,USA,46,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,14,1178,2,0,7,0,3,0,10,12,2,2,2,1,0,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1178,7,1,8,543,2,30,,140,32,79,2,1,16,162,299,14,52,570,,12,4,369,13,7,131,104,4,97,,6,79,13,12,40,747,14,6,42,230,21,10,35,3,70,,2,15,2,73,63,6,22,206,423,439,31,5,38,4,22,20,True,0,0,0,0,570,0,0,70,162,0,149,70,0,True,,,4,,,,,,,1,3,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,1,1,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::bdf738f813074378b10e977e449699eb,opta:Player:817x7baq69b1tnrtminbjf3zd,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Meredith,Speck,M. Speck,Midfielder,USA,25,3,,USA,134,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,US,8,72,0,0,0,0,0,0,1,0,0,1,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72,,8,,51,,12,,20,2,5,4,1,2,24,17,2,10,52,,,3,35,1,,15,13,2,13,1,1,7,,8,3,79,8,,8,17,2,10,6,,2,,,1,1,11,2,1,3,10,36,37,3,,5,1,2,5,True,0,0,0,0,52,0,0,2,24,0,7,2,0,True,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::3b778571810544958e72d3ce761f2062,opta:Player:7akjls0d445g2iy1t72sr75xx,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Julia,Spetsmark,J. Spetsmark,Forward,Sweden,16,4,,SWE,129,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,12,294,2,1,15,0,6,1,4,7,1,7,1,0,0,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,294,,10,1,68,6,19,3,41,,,2,2,15,50,8,4,22,68,2,7,5,45,1,15,22,17,9,29,2,,6,2,7,,136,12,2,29,11,31,10,17,6,1,3,1,7,5,51,,7,19,21,46,46,22,,34,,1,10,True,0,0,0,0,68,3,0.31,1,50,0,1,1,0,True,,2,9,,,,,,,,,,,,,,,,,,,1,,,2,,,,1,1,,1,,,,,,,1,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::09140d97bf314b7193afa990b5f36308,opta:Player:11u4dj0z0p616zx9gsnil66ay,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Sam,Staab,S. Staab,Defender,USA,3,2,,USA,1,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,24,2160,1,1,10,0,3,1,11,10,8,1,4,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2160,38,,13,1447,6,129,1,171,42,136,22,1,20,329,1084,18,102,1492,,10,6,1142,24,10,238,608,10,159,3,54,143,24,31,95,1877,24,6,57,543,15,10,57,3,112,,8,25,5,102,105,16,25,212,1216,1254,45,10,45,7,31,32,True,0,0,0,0,1492,0,0.04,112,329,0,248,112,0,True,1,,7,1,2,,1,,,,19,,,,,,,,,,,,1,,,1,,,1,1,,1,,7,2,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::6ab00989545c40c7a9821442b499aa8a,opta:Player:97ssez228adiao5teqah0uqc5,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Nikki,Stanton,N. Stanton,Midfielder,USA,7,3,,USA,65,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,20,1012,0,0,3,0,1,0,32,29,11,0,6,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,1012,2,9,3,438,1,48,,169,10,14,11,1,16,138,173,39,82,438,4,29,2,331,12,3,96,113,1,53,,,87,11,21,46,599,20,23,123,182,3,10,77,1,11,,11,25,2,164,8,3,71,95,342,342,41,2,87,7,15,52,True,0,0,0,0,438,0,0,11,138,0,25,11,0,True,,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::125129b666d44cbb8f37bf173b6c6cb6,opta:Player:azyo2zfuq3647ag4ifcl33u5m,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Addison,Steiner,A. Steiner,Forward,USA,27,4,,USA,137,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,5,146,0,0,6,0,2,0,1,4,2,1,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,146,,5,,44,2,16,,24,1,3,2,,8,27,5,2,13,45,,4,3,29,2,6,16,7,,13,1,,6,,4,5,80,5,1,15,14,11,10,12,2,,,2,5,,28,,2,8,8,29,29,13,,16,1,,7,True,0,0,0,0,45,0,0,0,27,0,3,0,0,True,,2,4,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::fed95d382879402f971b73910f1a8e2a,opta:Player:dw593ezeekrbzlc2qhtc805p1,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,Gotham FC,Katie,Stengel,K. Stengel,Forward,USA,28,4,,USA,47,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,Gotham FC,US,24,1476,2,1,31,0,18,1,13,20,10,9,1,0,0,,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1476,,8,,555,12,180,2,289,1,10,14,3,55,250,159,25,113,569,13,20,27,442,13,31,123,131,21,101,6,,83,16,26,30,872,24,11,148,130,64,10,97,18,4,2,10,37,14,240,8,8,88,128,432,446,92,1,143,12,9,60,True,0,0,0,0,569,2,0.06,4,250,0,14,4,0,True,,17,13,,,,,3,,1,1,,,,,,,,,,,7,0,,1,1,,1,1,2,,1,,52,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::6945a821258043e19d2c0eafadc8eef9,opta:Player:39bww1v4bpdi7f1mp3mhalg16,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Raisa,Strom-Okimoto,R. Strom-Okimoto,Forward,USA,44,4,,USA,156,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,1,3,,6,,1,,1,,,,,1,6,3,1,2,6,,,2,4,,,2,3,,2,1,,2,,1,,16,3,,3,1,3,10,3,,,,,,,4,,,,1,4,4,1,,1,1,,3,True,0,0,0,0,6,0,0,0,6,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::75a1f211b7f04ffebe4cdd67cd838239,opta:Player:55di6bshvql6q8yo5c0fauw9h,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Andi,Sullivan,A. Sullivan,Midfielder,USA,12,3,,USA,8,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,US,23,2070,2,0,27,0,7,0,21,16,19,0,1,0,0,,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,2070,2,,3,1110,8,211,2,361,24,78,16,1,33,283,574,34,122,1133,,16,37,862,24,27,200,263,13,151,6,2,169,23,26,59,1471,23,9,155,376,32,10,124,7,71,2,19,34,13,222,35,10,65,283,910,933,67,9,98,13,21,90,True,0,0,0,0,1133,2,0,71,283,0,149,71,0,True,,7,20,,,,,,,,10,,,,,,,,,,,,0,,2,,,,,1,,,2,35,2,1,,,1,,,,,,,1,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::d7d29fcbb1374eb4bda584df8d928547,opta:Player:dkk9sopglpjgnopxcxkn65gid,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Stars,Mallory,Swanson,M. Swanson,Forward,USA,9,4,,USA,92,opta:Team:dzxypx8djih58p668surbi4qm,Chicago Stars,CHI,Chicago Stars,US,9,765,2,2,16,0,6,2,3,8,10,7,0,0,0,,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,765,13,,,234,7,80,8,116,,6,6,,6,133,79,7,48,241,1,8,20,178,9,16,54,60,13,67,4,1,46,9,18,16,427,9,5,64,39,32,10,38,6,9,4,10,1,4,71,,29,27,62,181,187,7,3,33,4,6,37,True,0,0,0,0,241,4,0.24,9,133,0,15,9,0,True,,2,10,3,20,,15,1,,,,,,,,,,,,,,1,0,,,2,,,2,2,1,2,2,14,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::5bf12a09390e438299f87214e42ccd04,opta:Player:282p5qcu1ca1lllhsutm5nwq2,nwsl::Football_Team::269e825b853f4b43a9d38390aa92bf6e,Chicago Red Stars,Jenna,Szczesny,J. Szczesny,Forward,USA,31,4,,USA,158,opta:Team:dzxypx8djih58p668surbi4qm,Red Stars,CHI,Chicago Red Stars,USA,2,16,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,2,,4,,,,1,,,,,1,7,,,3,4,,,,1,,1,3,2,,4,,,,,1,,10,2,,1,1,2,10,1,1,,,,1,1,3,,1,1,1,1,1,2,,2,,,,True,0,0,0,0,4,0,0,0,7,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::e41827bc3890453f9e388e03bf59892a,opta:Player:92k3ea1daqrl2ri1jn49v0vyt,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Jodie Lee,Taylor,J. Taylor,Forward,England,14,4,,ENG,83,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,17,1317,5,3,32,0,14,3,4,16,13,30,2,0,0,,17,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1317,3,1,,288,4,113,,130,2,6,2,2,21,168,90,9,89,315,9,16,5,215,15,32,95,76,15,74,3,1,48,16,16,23,479,17,5,74,56,62,10,42,14,5,,13,15,6,110,5,2,47,70,193,220,36,1,68,5,,27,True,0,0,0,0,315,0,0.21,5,168,0,11,5,0,True,,13,18,,,,,1,,1,,,,,,,,,,,,4,,,4,1,,,2,5,1,3,3,,,1,,,,,,,,,,,,,
2019,nwsl::Football_Season::79664e9589084e1b83d2dec2c279c18c,nwsl::Football_Player::64bdac4359a44e78b9e30d140eb05842,opta:Player:f04a7wd5w9ku2lh8ltaujhrl5,nwsl::Football_Team::c3e9513e280b41e5bfbb8230076e8c43,Orlando Pride,Crystal Elaine Marie,Thomas,C. Thomas,Forward,USA,31,4,,USA,109,opta:Team:966pdxhsoxaib9qt5083h8uus,Pride,ORL,Orlando Pride,USA,13,665,3,1,9,0,4,1,11,9,9,1,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,665,1,6,,176,9,40,7,74,1,7,5,1,15,133,52,18,51,177,4,9,15,119,5,9,58,49,10,65,1,,42,7,15,9,350,13,3,84,52,28,10,49,4,,7,9,7,13,106,5,16,42,36,118,119,22,1,57,7,5,42,True,0,0,0,0,177,7,0.14,0,133,0,7,0,0,True,,1,5,,5,,5,,,,,,,,,,,,,,,,0,,2,,1,,,3,,1,,27,,,,,,,,,,,,,,,
