season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,unsuccessful_crosses_open_play,offsides,time_played,throw_ins_to_own_player,successful_lay_offs,successful_launches,right_foot_goals,open_play_passes,corners_won,backward_passes,successful_crosses_corners,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,goals_conceded_outside_box,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,set_pieces_goals,unsuccessful_short_passes,total_passes,substitute_off,total_fouls_conceded,successful_dribbles,successful_short_passes,goals_conceded_inside_box,total_shots,total_unsuccessful_passes_excl_crosses_corners,successful_corners_into_box,rightside_passes,key_passes_attempt_assists,unsuccessful_passes_opposition_half,blocked_shots,throw_ins_to_opposition_player,recoveries,starts,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,corners_taken_incl_short_corners,appearances,foul_attempted_tackle,blocks,ground_duels,goals_from_outside_box,forward_passes,total_touches_in_opposition_box,index,duels_won,shots_on_target_inc_goals,attempts_from_set_pieces,successful_long_passes,successful_crosses_open_play,total_fouls_won,aerial_duels_won,unsuccessful_dribbles,duels,total_clearances,unsuccessful_crosses_corners,unsuccessful_corners_into_box,assists_intentional,ground_duels_lost,leftside_passes,clearances_off_the_line,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,clean_sheets,goal_assists,duels_lost,tackles_lost,interceptions,ground_duels_won,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,substitute_on,left_foot_goals,headed_goals,handballs_conceded,goals_from_inside_box,unsuccessful_lay_offs,own_goal_scored,gk_unsuccessful_distribution,last_man_tackle,penalties_conceded,through_balls,saves_made,gk_successful_distribution,drops,saves_made_from_outside_box,saves_made_from_inside_box,penalties_faced,saves_made_caught,punches,goalkeeper_smother,catches,total_red_cards,straight_red_cards,crosses_not_claimed,penalties_saved,saves_made_parried,saves_from_penalty,penalties_taken,penalty_goals,foul_won_penalty,other_goals,penalties_off_target
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::0183247bce2640ecae858a787b1286c5,opta:Player:47n7enqd3bfy0gawlth0a4mhh,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Emilie,Bosshard Haavi,E. Haavi,Forward,Norway,7,4,,NOR,130,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,USA,7,458,0,0,3,0,2,0,5,1,6,1,1,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,458,1,2,1,,99,5,13,5,46,3,8,,1,2,6,87,21,5,,31,101,3,1,5,58,7,3,39,1,29,2,51,1,,14,5,5,6,198,4,7,1,,42,,44,8,10,17,2,,4,4,6,1,7,49,7,18,3,,26,15,,62,62,7,,,32,,9,16,True,0,0,0,0,101,4,0,4,87,0,12,4,0,True,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::695ab088a8604af487b49740a9a3c99b,opta:Player:ao9cgwud5le6r07itko3j4y51,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Celeste Anais,Boureille,C. Boureille,Midfielder,USA,30,3,,USA,76,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,17,1181,0,0,0,0,0,0,22,12,9,0,1,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,1181,78,,6,,482,2,68,2,160,36,52,7,,2,13,220,191,28,,83,484,2,12,3,328,8,,135,,20,2,99,,30,66,13,14,43,792,,17,8,3,82,,240,2,10,46,,,21,2,9,6,4,101,36,7,,,42,156,,347,349,19,7,,55,6,32,40,True,0,0,0,0,484,2,0,21,220,0,73,21,0,True,4,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::87932cfc9c3d4927a1b04436bf6ceb4a,opta:Player:86xqmp60672vnqn7wbsgbr07p,nwsl::Football_Team::fb41ef4439dd495098cb6d40415767cc,North Carolina Courage,Kate Elizabeth,Bowen,K. Bowen,Defender,New Zealand,14,2,,NZL,82,opta:Team:b4fbmos00gxtk8qnaqsm392p5,Courage,NC,North Carolina Courage,USA,21,1059,2,1,13,0,5,1,27,14,8,3,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1059,6,14,1,2,415,4,136,2,170,1,13,16,8,2,16,175,144,37,,95,420,10,14,3,305,7,13,108,,79,8,100,2,2,53,13,29,26,621,7,21,8,3,91,1,117,16,10,56,5,,7,2,8,9,2,116,9,18,5,1,44,88,,309,312,25,1,1,60,10,18,47,True,0,0,0,0,420,2,0.08,7,175,0,20,7,0,True,8,,,,1,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::38533cb4693048bb8dfce55130bd4eaa,opta:Player:4aix0gos55qf4mdpld547ek7p,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Amber Jean,Brooks,A. Brooks,Defender,USA,22,2,,USA,10,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,24,2160,1,2,16,0,1,2,58,28,5,1,3,0,0,,39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2160,4,6,15,1,999,5,82,,284,46,146,18,15,2,17,318,525,72,,133,1088,,28,2,717,37,16,279,,225,22,198,5,2,175,24,34,86,1452,1,24,20,23,133,,562,19,10,131,1,3,92,,5,53,2,203,102,5,1,2,55,219,1,763,809,70,5,2,72,14,57,78,True,0,0,0,0,1088,0,0.08,92,318,0,238,92,0,True,,,,,1,,,,,2,2,,,,,,,,,,,,,,,,,1,1,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::a8ea77a5fc634252b1a4dd4eca5a018d,opta:Player:9ov9x5gap2t34kv8clhwjqvh1,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Dagný,Brynjarsdóttir,D. Brynjarsdóttir,Midfielder,Iceland,11,3,,ISL,109,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,13,571,0,1,5,0,2,1,18,19,3,1,4,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,571,33,3,2,,250,3,53,3,71,2,5,11,3,1,5,135,93,28,,85,251,5,19,2,151,6,5,90,,40,4,74,,8,33,6,23,25,427,,13,13,1,68,,99,14,10,47,2,,10,3,3,14,3,87,17,9,,1,35,59,,160,161,19,,1,40,10,15,33,True,0,0,0,0,251,3,0.16,10,135,0,15,10,0,True,7,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::a01169117e014aaf8ec00b2541159562,opta:Player:7l1cgwegu2530j63g6fi4hfit,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Elli Kayla,Burris,E. Burris,Defender,USA,7,2,,USA,142,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,4,101,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,101,16,,,,41,,9,3,15,1,1,,,,,25,16,1,,12,41,1,,,28,2,,13,,2,1,7,,5,14,1,1,7,83,,4,,,5,,18,1,10,3,,,,3,1,2,1,7,6,1,,,4,12,,28,28,2,,,4,1,2,1,True,0,0,0,0,41,3,0,0,25,0,1,0,0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::a508823d48c24d818a9b76c99106c143,opta:Player:53uflfknc5uus7iqw3obp5fx1,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Jane,Campbell,J. Campbell,Goalkeeper,USA,1,1,,USA,70,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,16,1440,0,0,0,0,0,0,0,0,1,0,0,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1440,,,58,,327,,,,74,125,222,,,1,1,236,247,,,9,552,,,,158,23,,231,,56,,136,,,146,16,,95,710,,16,,,2,,404,,10,8,,,163,,1,7,,10,21,,,,1,92,,205,321,8,3,,2,,2,1,True,0,0,0,0,552,0,0,163,236,0,385,163,0,True,,,,,,,,81,,,,65,150,1,22,43,2,3,7,,10,,,,1,17,1,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::83f99f2c46c14a8384ecad9afafdad7e,opta:Player:1jwakuzf2yycl57dcsy3y7e21,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Caroline,Casey,C. Casey,Goalkeeper,USA,27,1,,USA,136,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,2,180,0,0,0,0,0,0,0,0,1,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,180,,,8,,37,,,,4,11,27,,,,2,29,37,,,2,70,,,,19,4,,29,,13,,4,,,21,2,1,25,96,,2,,,,,47,,10,3,,,22,,1,3,,5,7,,,,,10,,27,41,5,,,2,,1,,True,0,0,0,0,70,0,0,22,29,0,49,22,0,True,,,,,,,1,13,,,,8,22,,1,7,,,6,,,,,2,,3,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::27c41a5753734affa1a5074da154a24a,opta:Player:5ejuysq24m5qk33dq0uir0pn9,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Cameron,Castleberry,C. Castleberry,Midfielder,USA,16,3,,USA,157,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,2,26,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,26,1,,,,6,2,,,2,,,,,,,8,,1,,4,6,,,,2,1,,4,,1,,4,,2,1,,1,1,14,,2,,,1,,4,1,10,1,,,,,,,,1,1,1,,,,1,,2,2,,,,,,1,1,True,0,0,0,0,6,0,0,0,8,0,0,0,0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::376f92a566f447cab876929480f1db7d,opta:Player:e3fa1ou90dirp8yjjterhrs9h,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Steph,Catley,S. Catley,Defender,Australia,4,2,,AUS,11,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,24,2120,0,2,6,0,3,2,29,12,15,2,1,0,0,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,2120,246,4,5,,1065,11,204,18,448,18,43,16,3,2,14,406,437,39,,169,1079,1,12,7,829,32,6,212,,399,26,221,3,26,105,24,40,56,1751,2,24,4,9,127,,446,24,10,81,3,,38,18,15,21,10,162,60,65,1,2,67,30,1,855,867,35,3,2,81,10,34,60,True,0,0,0,0,1079,18,0.08,38,406,0,81,38,0,True,,,,2,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::bb49de2ba5db4f6e8ef4ace9bfdd0386,opta:Player:479w7uwn18x7ciwkoqukstmtx,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Andressa,Cavalari Machry,Andressinha,Midfielder,Brazil,2,3,,BRA,25,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,21,1554,2,3,25,0,14,3,23,18,45,0,1,0,0,,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,1554,,20,,1,807,8,101,19,458,4,42,15,11,,11,269,247,28,,113,841,9,18,17,617,22,25,155,12,225,43,171,4,,116,17,36,27,1139,34,21,11,1,161,1,318,17,10,92,14,4,69,5,45,2,6,174,8,43,18,3,71,197,1,662,686,13,,3,82,5,12,90,True,0,0,0,0,841,5,0.17,69,269,0,111,69,0,True,4,1,,1,1,1,,,,,11,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::7b95e77ca5184ed39abbd7481af81fee,opta:Player:dtrm0ji0olk3n01v71m8a5exh,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Allysha,Chapman,A. Chapman,Defender,Canada,2,2,,CAN,47,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,19,1642,0,0,4,0,2,0,35,14,23,0,5,1,0,,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,1642,144,,6,,699,7,96,10,199,22,57,14,2,2,11,344,295,52,,163,704,3,14,10,455,21,4,220,,174,12,180,3,28,103,19,32,73,1211,,19,10,2,131,,393,12,10,106,2,,29,10,23,22,9,164,46,33,,,47,41,1,479,484,33,5,,58,17,46,84,True,0,0,0,0,704,10,0,29,344,0,86,29,0,True,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::d65ed4d1d2174e0685e4611bf8a53fb1,opta:Player:8afh2r8b4pfyp4air03pv9tk9,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Whitney,Church,W. Church,Defender,USA,5,2,,USA,62,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,22,1980,1,1,4,0,2,1,19,3,9,0,1,0,0,,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,1980,4,,10,,563,2,55,5,175,47,76,7,2,5,25,188,279,27,,89,614,,3,4,406,38,4,165,2,170,4,105,,,73,22,12,67,868,2,22,3,19,52,,271,8,10,59,2,,43,,9,22,1,99,81,7,,1,15,118,1,433,449,47,2,1,40,8,52,37,True,0,0,0,0,614,0,0.05,43,188,0,119,43,0,True,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::0bb3c16212754939b111d70c83644b8e,opta:Player:1c2boqmoi50esuelgdd96o06h,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Danielle,Colaprico,D. Colaprico,Midfielder,USA,24,3,,USA,22,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,24,1992,1,1,8,0,3,1,28,27,21,0,4,0,0,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,1992,5,17,6,,845,6,88,10,339,27,78,21,5,4,26,362,312,44,,159,878,5,27,7,600,22,8,237,4,202,24,232,3,1,144,22,37,59,1264,35,24,14,7,134,,415,18,10,89,3,1,41,2,21,19,9,179,45,54,27,,64,173,3,619,641,45,5,1,90,16,63,70,True,0,0,0,0,878,2,0.05,41,362,0,119,41,0,True,2,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::a284ba27462c404c8b146fc4022ac773,opta:Player:mobzc74c2hlsrlkj3c3y2ne1,nwsl::Football_Team::96ba7b37bd8544a1a7329183459150ff,Portland Thorns,Taylor,Comeau,T. Comeau,Midfielder,USA,26,3,,USA,92,opta:Team:446mp88j1vpk9iwui9fiifrp8,Thorns,POR,Portland Thorns,USA,20,1096,0,1,7,0,3,1,35,13,11,1,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1096,64,2,3,,348,4,56,4,123,27,40,16,4,3,17,193,125,50,,70,354,5,13,11,227,14,7,110,,51,6,84,2,29,86,10,29,44,697,,20,7,2,109,,167,10,10,82,3,,17,4,11,10,3,136,33,18,,1,37,80,,239,244,27,2,1,54,15,33,72,True,0,0,0,0,354,4,0.08,17,193,0,57,17,0,True,10,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::d62dc3dfa238404895774bb6fb7452e2,opta:Player:ag5vmrlmmhda8ntwv3q4v7dux,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Kelly,Conheeney,K. Conheeney,Midfielder,USA,24,3,,USA,166,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::087db82158b94364acb49b2917e52182,opta:Player:7d4y77nkrn4w4dht1c4vr28yx,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,Daphné Marie,Corboz,D. Corboz,Midfielder,France,10,3,,FRA,77,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,NJY,NJ/NY Gotham FC,USA,19,1161,1,5,16,0,7,5,15,10,7,2,0,0,0,,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1161,10,5,1,1,459,6,70,10,222,5,26,20,9,4,11,262,127,27,,103,468,5,10,10,326,27,16,129,6,108,20,141,8,,73,12,30,22,744,25,19,8,3,117,,196,43,10,49,7,2,13,4,7,5,14,133,6,34,18,4,73,94,,335,339,16,1,5,84,12,11,44,True,0,0,0,0,468,4,0.39,13,262,0,39,13,0,True,7,,,1,1,2,,,,,5,,,,,,,,,,,,,,,,,,,1,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::95fc5444983945819b7196cc46aa554c,opta:Player:dw2a5y50m5vbzpy53w2e7n179,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Rachel,Corsie,R. Corsie,Defender,Scotland,4,2,,SCO,58,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,14,1126,0,1,3,0,1,1,8,12,10,0,1,0,0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1126,6,1,6,,596,,46,,124,28,57,1,2,,9,142,386,10,,67,634,,12,4,444,15,3,124,,89,2,72,,1,67,12,8,52,782,,14,2,10,46,,296,13,10,34,1,,66,,10,10,2,65,59,,,,22,203,,477,510,19,2,1,31,2,16,24,True,0,0,0,0,634,0,0.08,66,142,0,123,66,0,True,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::2399b681fff2451badcd2e230506d8e5,opta:Player:a15cxmievqey8ex4csp1zvutx,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Larissa Rose,Crummer,L. Crummer,Forward,Australia,18,4,,AUS,153,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,4,49,1,0,2,0,2,0,0,2,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,49,3,3,,,12,,5,,9,,,,,,2,17,,,,3,12,,2,,9,1,2,3,,4,,5,,,,,1,,34,,4,1,,6,1,1,1,10,1,2,,,,,1,1,9,1,2,,,6,2,,9,9,3,,,8,,1,,True,0,0,0,0,12,0,0,0,17,0,0,0,0,True,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::3d57a577770a4e51a19b76fce2f56209,opta:Player:bmqfbhgeafmpfqrmws9q1z6j9,nwsl::Football_Team::c31d72afc09f42ee86418633aa41390a,Washington Spirit,Amanda Jaqueline,Da Costa,Amanda DaCosta,Midfielder,Portugal,13,3,,PRT,121,opta:Team:f1ks82wpiewyqs6h3oz9v4hzj,Spirit,WAS,Washington Spirit,USA,11,382,1,0,2,0,1,0,4,1,4,0,0,0,0,,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,382,1,3,,1,156,,37,,73,3,6,5,1,1,8,45,56,4,,23,158,4,1,4,125,10,2,29,,42,3,25,2,,12,4,8,6,211,,11,,,15,,45,8,10,15,1,,4,,4,4,,27,7,2,,,4,34,,127,129,12,,,12,,5,11,True,0,0,0,0,158,0,0,4,45,0,10,4,0,True,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::24af72086ca04ab9abe6febc2ab176cd,opta:Player:2pys2qmzxkg0cd9fa7yot7lcl,nwsl::Football_Team::1151140adfc24339ba1c93cb0b6b0238,Seattle Reign,Kiersten,Dallstream,K. Dallstream,Forward,USA,25,4,,USA,122,opta:Team:bl53jk6zlfe5f583pil7xzwi5,Reign,SEA,Seattle Reign,US,14,350,1,2,4,0,2,2,8,3,3,4,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,350,18,4,,1,156,6,39,3,67,4,6,4,2,1,5,84,48,12,,39,157,3,3,1,108,8,4,45,,51,3,39,2,3,28,3,10,13,261,,14,2,1,36,,51,15,10,22,2,,4,3,3,6,2,47,5,7,,1,20,16,,111,112,11,,2,25,4,8,16,True,0,0,0,0,157,3,0.51,4,84,0,10,4,0,True,11,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::c4415406f03b42e99259ae1a2729d22f,opta:Player:amg2zai9038cdz9uuql3l9rkl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,Rachel Ann,Daly,R. Daly,Forward,England,3,4,,ENG,33,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,USA,23,2023,5,2,55,0,28,2,30,28,30,15,3,1,0,,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,2023,44,33,4,2,761,9,145,5,369,8,40,26,27,2,45,380,209,45,,178,791,3,28,19,535,34,55,218,,171,30,213,10,12,103,23,43,33,1256,1,23,11,4,187,,256,87,10,129,28,,38,5,30,36,22,268,15,28,1,2,94,219,,545,573,81,4,2,139,15,31,93,True,0,0,0,0,791,5,0.09,38,380,0,78,38,0,True,,2,1,1,5,4,,,,,2,,,,,,,,,,,1,1,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::4c6711c455a346859edc8ba5c98e2d33,opta:Player:3vyykx211e0hcr1gv27cylv1m,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Hayley Jean,Dowd,H. Dowd,Forward,USA,33,4,,USA,160,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,USA,1,25,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,,,,,3,,,,1,,,2,1,,,3,,,,2,3,,,,1,,1,2,,2,,2,,,,,2,,9,,1,,,,,1,1,10,1,,,,,1,1,,1,,,,,,,,1,1,1,,,,,1,,True,0,0,0,0,3,0,0,0,3,0,0,0,0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,nwsl::Football_Season::94c1960d277841139f67628f8a71ff79,nwsl::Football_Player::c6e404008b214ad38baf6e308e199f9e,opta:Player:1bpq54voea3pt7n7ppzoyvvth,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,Natasha Khalila,Dowie,N. Dowie,Forward,England,9,4,,ENG,86,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,USA,23,1657,7,2,30,0,16,2,3,20,17,15,1,0,0,,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,1657,,30,,2,338,3,160,3,185,,2,4,14,4,27,189,117,4,,77,378,6,20,2,293,21,30,79,,119,18,69,7,,31,18,13,14,597,,23,7,4,82,,39,81,10,44,16,,6,3,17,23,2,132,14,4,,1,61,60,1,259,299,50,4,2,88,1,8,21,True,0,0,0,0,378,3,0.11,6,189,0,8,6,0,True,5,,5,3,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,
