ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,matches
338,Andi Sullivan,usUSA,MF,Washington Spirit,28,1995,21,21,,19.0,2,0,2,0,2,2,2,0,0.11,0.0,0.11,0.0,0.0,Matches
339,Mallory Swanson,usUSA,"MF,FW",Red Stars,25,1998,24,24,,22.5,7,4,11,6,1,3,0,0,0.31,0.18,0.49,0.27,0.44,Matches
340,Frankie Tagliaferri,usUSA,MF,Royals,25,1999,6,4,265.0,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
341,Mina Tanaka,jpJPN,"MF,FW",Royals,29,1994,7,7,507.0,5.6,1,0,1,1,0,0,2,0,0.18,0.0,0.18,0.18,0.18,Matches
342,Tarciane,brBRA,DF,Houston Dash,20,2003,11,10,913.0,10.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
343,Ana Tejada,esESP,"MF,DF",Royals,21,2002,15,15,,14.6,2,1,3,2,0,0,5,0,0.14,0.07,0.21,0.14,0.21,Matches
344,Alyssa Thompson,usUSA,"MF,FW",Angel City FC,19,2004,26,24,,23.8,5,7,12,5,0,0,2,0,0.21,0.29,0.5,0.21,0.5,Matches
345,Gisele Thompson,usUSA,"DF,MF",Angel City FC,18,2005,15,10,882.0,9.8,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,Matches
346,Kaitlyn Torpey,auAUS,DF,SD Wave,23,2000,14,4,520.0,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches
347,Taryn Torres,usUSA,DF,Gotham FC,24,1999,12,1,164.0,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
348,Cameron Tucker,usUSA,"FW,MF",Royals,24,1999,18,3,564.0,6.3,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,Matches
349,Reilyn Turner,usUSA,FW,Racing Louisville,21,2002,16,7,733.0,8.1,4,2,6,4,0,0,1,0,0.49,0.25,0.74,0.49,0.74,Matches
350,Reilyn Turner,usUSA,MF,Portland Thorns,21,2002,6,1,188.0,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
351,Olivia Van der Jagt,usUSA,MF,Reign,24,1999,15,7,769.0,8.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
352,Kiki Van Zanten,jmJAM,MF,Houston Dash,22,2001,4,1,113.0,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
353,Michele Vasconcelos,usUSA,"MF,FW",Royals,29,1994,14,2,262.0,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,Matches
354,Mary Vignola,usUSA,"DF,FW",Angel City FC,25,1998,17,10,827.0,9.2,1,2,3,1,0,0,0,0,0.11,0.22,0.33,0.11,0.33,Matches
355,Viviana Villacorta,usUSA,MF,Orlando Pride,24,1999,3,1,71.0,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
356,Cortnee Vine,auAUS,"MF,FW",NC Courage,25,1998,4,2,233.0,2.6,1,0,1,1,0,0,0,0,0.39,0.0,0.39,0.39,0.39,Matches
357,Olivia Wade-Katoa,usUSA,MF,Portland Thorns,24,1999,5,0,37.0,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
358,Ally Watt,usUSA,"FW,MF",Orlando Pride,26,1997,22,9,887.0,9.9,3,1,4,3,0,0,1,0,0.3,0.1,0.41,0.3,0.41,Matches
359,Dani Weatherholt,usUSA,"DF,MF",NC Courage,29,1994,21,8,840.0,9.3,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,Matches
360,Morgan Weaver,usUSA,"FW,MF",Portland Thorns,26,1997,14,11,933.0,10.4,4,0,4,4,0,0,0,0,0.39,0.0,0.39,0.39,0.39,Matches
361,McKenzie Weinert,,FW,Reign,,,4,0,28.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
362,Kennedy Wesley,usUSA,DF,SD Wave,22,2001,13,12,,11.2,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,Matches
363,Amanda West,caCAN,"MF,FW",Houston Dash,22,2001,16,6,730.0,8.1,1,1,2,1,0,0,0,0,0.12,0.12,0.25,0.12,0.25,Matches
364,Christen Westphal,usUSA,DF,SD Wave,30,1993,15,8,729.0,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
365,Ellie Wheeler,usUSA,"DF,MF",Current,22,2001,23,14,,15.9,1,0,1,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,Matches
366,Kate Wiesner,usUSA,"DF,MF",Washington Spirit,22,2001,15,5,518.0,5.8,1,0,1,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,Matches
367,Ryan Williams,usUSA,DF,NC Courage,27,1996,25,25,,24.9,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,Matches
368,Sophia Wilson,usUSA,"FW,MF",Portland Thorns,23,2000,19,18,,17.2,12,6,18,10,2,2,3,1,0.7,0.35,1.05,0.58,0.93,Matches
369,Olivia Wingate,usUSA,FW,NC Courage,23,2000,10,1,360.0,4.0,2,2,4,2,0,0,0,0,0.5,0.5,1.0,0.5,1.0,Matches
370,Mackenzie Wood,usUSA,GK,Red Stars,23,2000,3,2,209.0,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
371,Lily Woodham,wlsWAL,DF,Reign,23,2000,8,5,388.0,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
372,Arin Wright,usUSA,DF,Racing Louisville,31,1992,22,21,,20.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,Matches
373,Summer Yates,usUSA,MF,Orlando Pride,23,2000,25,17,,14.7,5,2,7,4,1,1,0,0,0.34,0.14,0.47,0.27,0.41,Matches
374,Katie Zelem,engENG,MF,Angel City FC,28,1996,10,8,744.0,8.3,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,Matches
375,McCall Zerboni,usUSA,MF,Gotham FC,37,1986,13,0,168.0,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
376,Claudia Zornoza,esESP,MF,Royals,33,1990,10,10,844.0,9.4,2,3,5,1,1,1,1,0,0.21,0.32,0.53,0.11,0.43,Matches
