ranker,player,nationality,position,team,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,matches
314,Brianna Pinto,usUSA,FW,NC Courage,24,2000,19,578.0,30.0,24.7,6.4,6,73.0,1,13,11.0,3,1.26,10.0,8.0,2.0,0.31,0.52,Matches
315,Madison Pogarch,usUSA,DF,Royals,27,1997,18,743.0,41.0,31.8,8.3,5,83.0,2,13,25.0,7,0.67,8.0,16.0,-8.0,-0.97,-0.63,Matches
316,Maddie Pokorny,usUSA,MF,Racing Louisville,28,1996,0,,,,,0,,0,0,,3,,,,,,,Matches
317,Gabi Portilho,brBRA,"MF,FW",Gotham FC,29,1995,17,974.0,57.0,41.6,10.8,11,74.0,0,6,26.0,0,1.74,20.0,9.0,11.0,1.02,1.08,Matches
318,Naomi Powell,usUSA,MF,Portland Thorns,26,1999,0,,,,,0,,0,0,,5,,,,,,,Matches
319,Lara Prašnikar,siSVN,FW,Royals,26,1998,5,209.0,42.0,8.9,2.3,1,90.0,1,4,30.0,0,1.4,2.0,4.0,-2.0,-0.86,-0.35,Matches
320,Christen Press,usUSA,FW,Angel City FC,36,1988,22,462.0,21.0,19.7,5.1,2,65.0,0,20,17.0,3,1.0,9.0,9.0,0.0,0.0,0.48,Matches
321,Nichelle Prince,caCAN,"FW,MF",Current,29,1995,21,754.0,36.0,32.2,8.4,6,62.0,0,15,25.0,1,2.55,15.0,2.0,13.0,1.55,0.25,Matches
322,Madison Prohaska,usUSA,GK,Reign,22,2002,0,,,,,0,,0,0,,19,,,,,,,Matches
323,Sarah Puntigam,atAUT,MF,Houston Dash,32,1992,17,684.0,40.0,29.2,7.6,7,77.0,2,10,15.0,8,1.29,10.0,9.0,1.0,0.13,0.84,Matches
324,Margaret Purce,usUSA,"MF,FW",Gotham FC,29,1995,20,,54.0,45.9,11.9,11,77.0,4,9,25.0,0,1.7,15.0,14.0,1.0,0.08,-0.56,Matches
325,Neeku Purcell,usUSA,GK,Reign,21,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
326,Nuria Rábano,esESP,DF,Royals,25,1999,22,,74.0,69.4,18.0,21,77.0,11,1,13.0,3,1.0,20.0,28.0,-8.0,-0.44,0.31,Matches
327,Rafaelle,brBRA,DF,Orlando Pride,33,1991,12,813.0,68.0,34.7,9.0,10,76.0,6,2,26.0,0,1.5,16.0,12.0,4.0,0.44,0.32,Matches
328,Brittany Ratcliffe,usUSA,MF,Washington Spirit,30,1994,14,566.0,40.0,24.2,6.3,6,74.0,2,8,15.0,10,1.6,12.0,12.0,0.0,0.0,-0.46,Matches
329,Felicitas Rauch,deGER,"MF,DF",NC Courage,28,1996,10,671.0,67.0,28.7,7.5,8,79.0,1,2,21.0,1,1.1,9.0,15.0,-6.0,-0.8,-1.02,Matches
330,Lilly Reale,usUSA,DF,Gotham FC,21,2003,26,,75.0,83.1,21.6,21,87.0,16,5,23.0,0,1.55,30.0,19.0,11.0,0.51,0.74,Matches
331,KK Ream,usUSA,MF,Royals,15,2009,9,180.0,20.0,7.7,2.0,1,64.0,0,8,15.0,7,0.44,1.0,5.0,-4.0,-2.0,-1.58,Matches
332,Rebeca,brBRA,MF,Houston Dash,19,2005,0,,,,,0,,0,0,,9,,,,,,,Matches
333,Megan Reid,usUSA,DF,Angel City FC,28,1996,18,896.0,50.0,38.3,10.0,9,88.0,8,9,12.0,5,1.17,14.0,19.0,-5.0,-0.5,-0.19,Matches
334,Reyna Reyes,mxMEX,DF,Portland Thorns,23,2001,26,,85.0,94.1,24.5,25,87.0,19,1,24.0,0,1.54,33.0,26.0,7.0,0.29,0.29,Matches
335,Chloe Ricketts,usUSA,"MF,FW",Washington Spirit,17,2007,7,163.0,23.0,7.0,1.8,2,61.0,0,5,8.0,8,1.71,3.0,2.0,1.0,0.55,0.22,Matches
336,Chloe Ricketts,usUSA,MF,Houston Dash,17,2007,1,8.0,8.0,0.3,0.1,0,,0,1,8.0,1,0.0,0.0,0.0,0.0,0.0,0.46,Matches
337,Kaleigh Riehl,usUSA,DF,Royals,28,1996,12,831.0,69.0,35.5,9.2,10,79.0,8,2,21.0,0,1.42,11.0,7.0,4.0,0.43,1.51,Matches
338,Ali Riley,nzNZL,"DF,MF",Angel City FC,37,1987,2,10.0,5.0,0.4,0.1,0,,0,2,5.0,7,0.0,0.0,1.0,-1.0,-9.0,-8.65,Matches
339,Gabrielle Robinson,usUSA,DF,Current,23,2001,8,399.0,50.0,17.1,4.4,6,66.0,2,2,1.0,1,2.63,7.0,3.0,4.0,0.9,-0.58,Matches
340,Cari Roccaro,usUSA,"DF,MF",Chicago Stars,30,1994,14,,86.0,51.5,13.4,14,86.0,12,0,,0,0.5,10.0,28.0,-18.0,-1.34,-1.03,Matches
341,Trinity Rodman,usUSA,"MF,FW",Washington Spirit,22,2002,15,932.0,62.0,39.8,10.4,9,82.0,5,6,33.0,0,1.94,21.0,10.0,11.0,1.06,1.19,Matches
342,Izzy Rodriguez,usUSA,DF,Current,25,1999,26,,80.0,88.7,23.1,22,89.0,20,4,31.0,0,2.41,42.0,12.0,30.0,1.3,-0.74,Matches
343,Raquel Rodríguez,crCRC,MF,Current,31,1993,20,716.0,36.0,30.6,8.0,7,75.0,4,13,14.0,4,2.45,14.0,6.0,8.0,1.01,-0.55,Matches
344,Cristina Roque,prPUR,GK,Royals,23,2001,0,,,,,0,,0,0,,3,,,,,,,Matches
345,Cristina Roque,prPUR,GK,Racing Louisville,23,2001,0,,,,,0,,0,0,,13,,,,,,,Matches
346,Yazmeen Ryan,usUSA,"FW,MF",Houston Dash,25,1999,24,,90.0,92.3,24.0,24,90.0,24,0,,0,1.21,24.0,33.0,-9.0,-0.37,1.13,Matches
347,Emily Sams,usUSA,DF,Orlando Pride,25,1999,25,,87.0,93.3,24.3,24,90.0,24,1,23.0,0,1.56,32.0,25.0,7.0,0.29,0.86,Matches
348,Ashley Sanchez,usUSA,"FW,MF",NC Courage,25,1999,23,,61.0,60.1,15.6,17,75.0,5,6,22.0,0,1.26,21.0,27.0,-6.0,-0.38,-0.77,Matches
349,Maria Sanchez,mxMEX,"MF,FW",SD Wave,28,1996,12,571.0,48.0,24.4,6.3,7,64.0,0,5,25.0,1,1.75,12.0,10.0,2.0,0.32,0.06,Matches
350,Leicy Santos,coCOL,MF,Washington Spirit,28,1996,16,,68.0,46.3,12.0,11,84.0,6,5,32.0,0,1.74,19.0,14.0,5.0,0.42,0.13,Matches
351,Ally Schlegel,usUSA,"FW,MF",Chicago Stars,24,2000,26,,78.0,86.5,22.5,24,82.0,11,2,32.0,0,0.77,29.0,43.0,-14.0,-0.62,1.66,Matches
352,Sophie Schmidt,caCAN,MF,Houston Dash,36,1988,10,218.0,22.0,9.3,2.4,3,55.0,0,7,7.0,9,1.4,4.0,7.0,-3.0,-1.24,-0.86,Matches
353,Sarah Schupansky,usUSA,"MF,FW",Gotham FC,21,2003,23,,56.0,55.0,14.3,16,72.0,2,7,20.0,3,1.44,20.0,12.0,8.0,0.56,0.39,Matches
354,Katie Scott,usUSA,DF,Current,17,2007,2,121.0,61.0,5.2,1.3,2,61.0,0,0,,7,3.0,2.0,0.0,2.0,1.49,0.11,Matches
355,Katie Scott,usUSA,MF,Racing Louisville,17,2007,0,,,,,0,,0,0,,5,,,,,,,Matches
356,Hannah Seabert,dkDEN,GK,Angel City FC,29,1995,4,360.0,90.0,15.4,4.0,4,90.0,4,0,,9,1.75,4.0,4.0,0.0,0.0,0.45,Matches
357,Emma Sears,usUSA,"FW,MF",Racing Louisville,23,2001,26,,86.0,95.9,24.9,26,86.0,18,0,,0,1.41,33.0,35.0,-2.0,-0.08,0.86,Matches
358,Ally Sentnor,usUSA,MF,Current,20,2004,11,665.0,60.0,28.4,7.4,7,81.0,2,4,25.0,0,2.17,13.0,2.0,11.0,1.49,0.15,Matches
359,Ally Sentnor,usUSA,"MF,FW",Royals,20,2004,13,,87.0,48.1,12.5,13,87.0,11,0,,0,0.38,11.0,28.0,-17.0,-1.36,-1.58,Matches
360,Kayla Sharples,usUSA,DF,Current,27,1997,24,,87.0,89.2,23.2,23,90.0,22,1,24.0,0,2.36,42.0,12.0,30.0,1.29,-0.84,Matches
361,Jaedyn Shaw,usUSA,"MF,FW",NC Courage,20,2004,19,,53.0,42.8,11.1,10,77.0,3,9,26.0,0,1.16,13.0,19.0,-6.0,-0.54,-0.81,Matches
362,Jaedyn Shaw,usUSA,"MF,FW",Gotham FC,20,2004,7,546.0,78.0,23.3,6.1,6,84.0,4,1,45.0,0,1.8,9.0,7.0,2.0,0.33,-0.07,Matches
363,Delanie Sheehan,usUSA,"MF,FW",Houston Dash,26,1999,26,,80.0,88.7,23.1,25,82.0,12,1,28.0,0,1.15,20.0,35.0,-15.0,-0.65,-1.67,Matches
364,Jamie Shepherd,usUSA,MF,Bay FC,24,2000,10,271.0,27.0,11.6,3.0,3,64.0,0,7,11.0,15,0.9,4.0,8.0,-4.0,-1.33,-0.85,Matches
365,Kailen Sheridan,caCAN,GK,SD Wave,29,1995,24,,90.0,92.3,24.0,24,90.0,24,0,,1,1.44,39.0,31.0,8.0,0.33,0.83,Matches
366,Evelyn Shores,usUSA,"DF,MF",Angel City FC,20,2004,12,983.0,82.0,42.0,10.9,12,82.0,8,0,,0,1.0,9.0,11.0,-2.0,-0.18,0.35,Matches
367,Jordan Silkowitz,usUSA,GK,Bay FC,24,2000,24,,90.0,92.3,24.0,24,90.0,24,0,,0,0.83,25.0,38.0,-13.0,-0.54,0.46,Matches
368,Jéssica Silva,ptPOR,MF,Gotham FC,30,1994,3,90.0,30.0,3.8,1.0,1,60.0,0,2,15.0,1,2.0,1.0,2.0,-1.0,-1.0,-1.44,Matches
369,Abby Smith,usUSA,GK,Houston Dash,31,1993,9,798.0,89.0,34.1,8.9,8,90.0,8,1,78.0,17,0.89,8.0,17.0,-9.0,-1.02,-0.84,Matches
370,Ji So-yun,krKOR,"MF,FW",Reign,33,1991,13,748.0,58.0,32.0,8.3,9,72.0,1,4,25.0,4,1.46,11.0,8.0,3.0,0.36,0.36,Matches
371,Aisha Solórzano,gtGUA,FW,Royals,26,1998,20,,54.0,46.5,12.1,15,65.0,0,5,24.0,4,1.1,12.0,8.0,4.0,0.33,1.62,Matches
372,Janine Sonis,caCAN,"DF,FW",Racing Louisville,30,1994,26,,79.0,87.8,22.8,23,86.0,18,3,28.0,0,1.41,32.0,35.0,-3.0,-0.13,-0.13,Matches
373,Emily Sonnett,usUSA,DF,Gotham FC,31,1993,26,,90.0,100.0,26.0,26,90.0,25,0,,0,1.55,35.0,25.0,10.0,0.38,0.38,Matches
374,Alexa Spaanstra,usUSA,"FW,MF",Portland Thorns,24,2000,16,488.0,31.0,20.9,5.4,5,66.0,0,11,14.0,10,1.44,8.0,6.0,2.0,0.37,0.13,Matches
375,Stephanie Sparkowski,,GK,Chicago Stars,,,0,,,,,0,,0,0,,3,,,,,,,Matches
376,Meredith Speck,usUSA,"FW,MF",NC Courage,31,1993,15,476.0,32.0,20.3,5.3,5,68.0,0,10,13.0,10,1.13,8.0,7.0,1.0,0.19,0.33,Matches
377,Bianca St-Georges,caCAN,"FW,MF",Royals,27,1997,22,,48.0,45.1,11.7,11,76.0,1,11,20.0,0,1.14,11.0,26.0,-15.0,-1.28,-1.35,Matches
378,Samantha Staab,usUSA,DF,Chicago Stars,27,1997,26,,83.0,92.4,24.0,25,86.0,20,1,12.0,0,0.77,32.0,48.0,-16.0,-0.67,2.37,Matches
379,Heather Stainbrook,usUSA,MF,Washington Spirit,23,2001,11,436.0,40.0,18.6,4.8,6,64.0,1,5,11.0,14,1.55,6.0,8.0,-2.0,-0.41,-0.93,Matches
380,Hannah Stambaugh,jpJPN,GK,Angel City FC,26,1998,0,,,,,0,,0,0,,19,,,,,,,Matches
381,Talia Staude,usUSA,DF,NC Courage,23,2001,9,679.0,75.0,29.0,7.5,7,88.0,5,2,32.0,15,1.33,10.0,13.0,-3.0,-0.4,-0.45,Matches
382,Regan Steigleder,noNOR,MF,Current,26,1998,1,28.0,28.0,1.2,0.3,0,,0,1,28.0,12,3.0,2.0,0.0,2.0,6.43,5.11,Matches
383,Katie Stengel,usUSA,FW,Gotham FC,32,1992,13,552.0,42.0,23.6,6.1,5,71.0,2,8,25.0,0,1.5,6.0,7.0,-1.0,-0.16,-0.72,Matches
384,Ella Stevens,usUSA,"MF,FW",Gotham FC,27,1997,10,645.0,65.0,27.6,7.2,7,73.0,4,3,45.0,0,0.9,4.0,10.0,-6.0,-0.84,-1.69,Matches
385,Kylie Strom,usUSA,DF,Orlando Pride,32,1992,17,,89.0,64.6,16.8,17,89.0,16,0,,1,1.65,20.0,14.0,6.0,0.36,0.36,Matches
386,Hina Sugita,jpJPN,MF,Angel City FC,28,1997,4,360.0,90.0,15.4,4.0,4,90.0,4,0,,0,0.75,3.0,5.0,-2.0,-0.5,-0.14,Matches
387,Hina Sugita,jpJPN,MF,Portland Thorns,28,1997,22,,70.0,65.9,17.1,18,81.0,11,4,22.0,0,1.41,24.0,21.0,3.0,0.17,-0.28,Matches
388,Kysha Sylla,frFRA,DF,Washington Spirit,20,2004,14,388.0,28.0,16.6,4.3,2,77.0,1,12,20.0,10,1.67,9.0,6.0,3.0,0.7,0.42,Matches
389,Mina Tanaka,jpJPN,MF,Royals,30,1994,23,,86.0,85.0,22.1,22,88.0,19,1,45.0,0,0.96,27.0,36.0,-9.0,-0.41,0.87,Matches
390,Ana Tejada,esESP,"MF,DF",Royals,22,2002,23,,73.0,71.4,18.6,20,82.0,11,3,11.0,2,1.04,23.0,31.0,-8.0,-0.43,0.38,Matches
391,Alyssa Thompson,usUSA,"MF,FW",Angel City FC,20,2004,16,,87.0,59.5,15.5,16,87.0,12,0,,0,1.25,21.0,20.0,1.0,0.06,1.11,Matches
392,Gisele Thompson,usUSA,"DF,MF",Angel City FC,19,2005,23,,72.0,70.8,18.4,21,77.0,5,2,23.0,0,1.09,22.0,28.0,-6.0,-0.33,0.2,Matches
393,Janni Thomsen,dkDEN,DF,Royals,24,2000,26,,70.0,77.5,20.2,20,81.0,9,6,34.0,0,0.96,23.0,37.0,-14.0,-0.69,-0.69,Matches
394,Riley Tiernan,usUSA,FW,Angel City FC,22,2002,26,,84.0,93.7,24.4,26,84.0,13,0,,0,1.04,31.0,37.0,-6.0,-0.25,2.2,Matches
395,Pietra Tordin,usUSA,FW,Portland Thorns,20,2004,24,903.0,38.0,38.6,10.0,9,72.0,0,15,17.0,1,1.42,17.0,10.0,7.0,0.7,0.7,Matches
396,Kaitlyn Torpey,auAUS,DF,Portland Thorns,24,2000,18,,58.0,44.6,11.6,13,75.0,3,5,14.0,7,1.7,15.0,13.0,2.0,0.17,-0.17,Matches
397,Taryn Torres,usUSA,MF,Gotham FC,25,1999,15,762.0,51.0,32.6,8.5,8,78.0,3,7,19.0,5,1.27,11.0,7.0,4.0,0.47,0.13,Matches
398,Reilyn Turner,usUSA,"FW,MF",Portland Thorns,22,2002,25,,73.0,77.7,20.2,22,78.0,4,3,33.0,1,1.48,25.0,19.0,6.0,0.3,0.12,Matches
399,Olivia Van der Jagt,usUSA,MF,Reign,25,1999,3,21.0,7.0,0.9,0.2,0,,0,3,7.0,5,1.33,0.0,0.0,0.0,0.0,-0.12,Matches
400,Kiki Van Zanten,jmJAM,MF,Houston Dash,23,2001,17,,65.0,47.3,12.3,13,79.0,3,4,21.0,5,1.18,12.0,19.0,-7.0,-0.57,-0.2,Matches
401,Mary Vignola,usUSA,DF,Portland Thorns,26,1998,3,232.0,77.0,9.9,2.6,3,77.0,1,0,,0,2.0,4.0,1.0,3.0,1.16,0.99,Matches
402,Mary Vignola,usUSA,"DF,MF",Angel City FC,26,1998,20,,67.0,57.1,14.9,16,79.0,10,4,20.0,1,1.0,22.0,31.0,-9.0,-0.61,-0.52,Matches
403,Viviana Villacorta,usUSA,MF,Orlando Pride,25,1999,6,90.0,15.0,3.8,1.0,0,,0,6,15.0,17,2.17,2.0,0.0,2.0,2.0,1.84,Matches
404,Cortnee Vine,auAUS,FW,NC Courage,26,1998,16,527.0,33.0,22.5,5.9,5,65.0,0,11,18.0,6,1.63,5.0,8.0,-3.0,-0.51,-0.56,Matches
405,Ally Watt,usUSA,"MF,FW",Orlando Pride,27,1997,24,,64.0,66.1,17.2,19,74.0,3,5,26.0,0,1.58,24.0,14.0,10.0,0.58,1.04,Matches
406,Dani Weatherholt,usUSA,"DF,MF",NC Courage,30,1994,12,582.0,49.0,24.9,6.5,7,75.0,2,5,11.0,8,1.5,8.0,10.0,-2.0,-0.31,-0.31,Matches
407,Sarah Weber,usUSA,"FW,MF",Racing Louisville,21,2003,25,,56.0,59.6,15.5,14,76.0,2,11,31.0,0,1.35,20.0,20.0,0.0,0.0,0.29,Matches
408,Kennedy Wesley,usUSA,DF,SD Wave,23,2001,22,,79.0,74.7,19.4,20,86.0,17,2,15.0,3,1.26,32.0,28.0,4.0,0.21,-0.25,Matches
409,Christen Westphal,usUSA,"DF,MF",Houston Dash,31,1993,9,533.0,59.0,22.8,5.9,7,75.0,2,2,5.0,15,0.67,5.0,12.0,-7.0,-1.18,-0.93,Matches
410,Ellie Wheeler,usUSA,DF,Current,23,2001,21,,62.0,56.1,14.6,15,85.0,11,6,7.0,5,2.5,29.0,5.0,24.0,1.65,0.6,Matches
411,Madison White,usUSA,GK,Racing Louisville,23,2001,0,,,,,0,,0,0,,12,,,,,,,Matches
412,Mak Whitham,usUSA,FW,Gotham FC,14,2010,6,59.0,10.0,2.5,0.7,0,,0,6,10.0,11,1.5,1.0,0.0,1.0,1.53,1.17,Matches
413,Kate Wiesner,usUSA,"DF,MF",Washington Spirit,23,2001,13,751.0,58.0,32.1,8.3,10,69.0,3,3,20.0,1,1.44,12.0,10.0,2.0,0.24,-0.16,Matches
414,Ryan Williams,usUSA,"DF,MF",NC Courage,28,1996,26,,90.0,99.8,26.0,26,90.0,25,0,,0,1.35,37.0,39.0,-2.0,-0.08,-0.08,Matches
415,Mackenzie Wood,usUSA,GK,Chicago Stars,24,2000,0,,,,,0,,0,0,,19,,,,,,,Matches
416,Arin Wright,usUSA,DF,Racing Louisville,32,1992,22,,87.0,81.6,21.2,21,90.0,20,1,27.0,0,1.35,28.0,32.0,-4.0,-0.19,-0.4,Matches
417,Summer Yates,usUSA,MF,Orlando Pride,24,2000,16,559.0,35.0,23.9,6.2,5,62.0,1,11,23.0,4,1.5,6.0,7.0,-1.0,-0.16,-0.51,Matches
418,Katie Zelem,engENG,MF,Angel City FC,29,1996,15,585.0,39.0,25.0,6.5,6,74.0,1,9,16.0,1,1.07,11.0,15.0,-4.0,-0.62,-0.31,Matches
419,Claudia Zornoza,esESP,MF,Royals,34,1990,24,,83.0,85.2,22.2,24,83.0,18,0,,0,1.04,27.0,35.0,-8.0,-0.36,1.2,Matches
